,age,bmi,grade,q13,q18,q25,q26,q47,q57,qnowt,race4,sex,sitecode,year,q70,q50,q15,q16,q17,q67,q68,q23,q51,q53,q32,q69,q46,q19,q12,q8,q9,q41,q40,q27,carRiskScore
403012,6.0,18.48072562,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,,5.0,2.0,78.94736842105263
403013,6.0,19.99265381,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,4.0,1.0,3.0,6.0,2.0,78.94736842105263
403014,6.0,19.87504564,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
403015,6.0,31.07380782,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,1.0,2.0,6.0,2.0,0.0
403017,6.0,21.21598639,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
403018,6.0,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,0.0
403020,6.0,22.1484375,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,2.0,0.0
403021,6.0,22.49403122,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403022,6.0,36.32271468,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,MM,2017,7.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,78.94736842105263
403023,6.0,22.57777778,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,447.36842105263156
403024,6.0,19.87504564,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,6.0,1.0,315.7894736842105
403025,6.0,20.60935535,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,,1.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403026,6.0,25.69140625,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,26.31578947368421
403029,6.0,23.03515625,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,1.0,2.0,6.0,2.0,0.0
403030,6.0,20.82644628,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,6.0,2.0,78.94736842105263
403032,6.0,19.13667897,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,0.0
403033,6.0,23.0494185,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,26.31578947368421
403034,6.0,22.57617729,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,MM,2017,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,2.0,7.0,2.0,289.4736842105263
403035,6.0,22.8210034,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,MM,2017,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0
403037,6.0,19.7032978,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,210.52631578947367
403038,6.0,21.66023875,3.0,1.0,1.0,1.0,2.0,4.0,,2.0,3.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,2.0,5.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,342.10526315789474
403039,6.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,MM,2017,7.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,210.52631578947367
403041,6.0,37.82185491,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,184.21052631578945
403042,6.0,18.40236926,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,6.0,2.0,1.0,5.0,1.0,,,2.0,0.0
403044,6.0,19.12556689,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,78.94736842105263
403046,6.0,29.02254507,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,MM,2017,2.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,6.0,1.0,0.0
403048,6.0,18.99357208,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403049,6.0,22.1484375,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403050,6.0,24.10714286,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,MM,2017,5.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,2.0,1.0,5.0,1.0,,6.0,2.0,210.52631578947367
403051,6.0,27.109375,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,0.0
403052,6.0,23.92389144,4.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,MM,2017,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,184.21052631578945
403053,6.0,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,2.0,2.0,78.94736842105263
403054,6.0,19.63296399,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403055,6.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403056,6.0,26.51643991,4.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,0.0
403057,6.0,35.87096774,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,2.0,78.94736842105263
403059,6.0,25.16015625,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403060,6.0,21.21687995,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,1.0,7.0,2.0,26.31578947368421
403062,6.0,19.20095125,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,,2.0,0.0
403063,6.0,23.3241506,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
403064,6.0,23.3241506,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,,,2.0,78.94736842105263
403065,7.0,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,0.0
403066,7.0,21.34066017,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,7.0,2.0,52.63157894736842
403067,7.0,38.98046875,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,6.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,52.63157894736842
403068,7.0,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,MM,2017,6.0,1.0,5.0,,8.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403069,7.0,21.34066017,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,184.21052631578945
403070,7.0,20.24422897,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,7.0,2.0,26.31578947368421
403071,7.0,22.6796875,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403072,7.0,20.89356576,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,7.0,6.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,157.89473684210526
403073,7.0,24.29061224,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,MM,2017,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,,7.0,2.0,184.21052631578945
403075,7.0,22.57617729,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,289.4736842105263
403076,7.0,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,26.31578947368421
403077,7.0,27.73564102,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,2.0,1.0,,2.0,78.94736842105263
403078,7.0,20.31691069,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,184.21052631578945
403080,7.0,20.24872449,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,7.0,2.0,78.94736842105263
403082,7.0,23.55869114,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,MM,2017,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,5.0,1.0,2.0,6.0,2.0,0.0
403083,7.0,23.90003387,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,7.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,4.0,1.0,2.0,6.0,2.0,210.52631578947367
403084,7.0,20.24422897,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,1.0,2.0,7.0,2.0,0.0
403085,7.0,23.92389144,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403086,7.0,34.04600592,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,210.52631578947367
403087,7.0,19.32329912,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,0.0
403088,7.0,19.8251821,4.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,MM,2017,4.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,6.0,2.0,78.94736842105263
403089,7.0,45.1533517,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
403090,7.0,18.60546875,4.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,263.1578947368421
403091,7.0,33.37517313,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,MM,2017,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,4.0,6.0,1.0,26.31578947368421
403092,7.0,18.42578125,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403093,7.0,22.08203173,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403094,7.0,21.144641,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,263.1578947368421
403095,7.0,19.87504564,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,6.0,2.0,78.94736842105263
403096,7.0,29.07388137,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,MM,2017,7.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,3.0,1.0,,7.0,2.0,78.94736842105263
403097,7.0,21.8249858,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,6.0,2.0,105.26315789473684
403098,7.0,20.99173554,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,MM,2017,6.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,1.0,4.0,1.0,,,2.0,26.31578947368421
403099,7.0,23.15886134,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,MM,2017,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,7.0,5.0,,1.0,5.0,1.0,1.0,,2.0,131.57894736842104
403100,7.0,23.18222222,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,78.94736842105263
403101,7.0,20.375,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,78.94736842105263
403102,7.0,25.3359375,4.0,1.0,1.0,,2.0,3.0,,2.0,2.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,78.94736842105263
403103,7.0,28.22222222,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,4.0,1.0,1.0,6.0,1.0,26.31578947368421
403104,7.0,19.99265381,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,7.0,2.0,1.0,5.0,2.0,5.0,6.0,2.0,368.4210526315789
403105,7.0,23.3241506,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403106,7.0,28.52448375,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,26.31578947368421
403107,7.0,28.79481439,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,MM,2017,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,394.7368421052632
403108,7.0,20.49219467,4.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,MM,2017,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,7.0,4.0,6.0,1.0,1.0,5.0,4.0,6.0,3.0,1.0,342.10526315789474
403109,7.0,29.8200692,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,MM,2017,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,342.10526315789474
403110,7.0,25.71570295,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403111,7.0,20.375,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,MM,2017,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,78.94736842105263
403112,7.0,20.47090014,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,MM,2017,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0
403113,7.0,27.78200692,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,MM,2017,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,5.0,1.0,2.0,6.0,2.0,0.0
403115,7.0,30.90067372,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,MM,2017,6.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,,6.0,2.0,210.52631578947367
403116,7.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,,3.0,1.0,MM,2017,5.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,2.0,5.0,5.0,2.0,3.0,7.0,1.0,78.94736842105263
403117,7.0,20.89356576,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,MM,2017,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,500.0
403118,7.0,24.54120499,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,MM,2017,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,3.0,2.0,605.2631578947369
403119,7.0,25.91759003,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,MM,2017,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,289.4736842105263
403120,7.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,5.0,1.0,,3.0,2.0,0.0
403121,7.0,25.52371884,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,MM,2017,6.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,4.0,1.0,2.0,7.0,2.0,26.31578947368421
403122,7.0,18.07421875,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,MM,2017,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
403124,7.0,24.75441304,4.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,MM,2017,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,,6.0,2.0,26.31578947368421
